jump_instr_address,jump_instr,instr_len,instr_content,instr_bytes,jump_type,parent_function_name,parent_function_start,target_address,target_function_name,target_function_start
0x1208,ret,1,ret,c3,函数返回,deregister_tm_clones,0x11e0,,,
0x1232,je,2,je 1248 <register_tm_clones+0x38>,74 14,条件跳转,register_tm_clones,0x1210,,,
0x123e,je,2,je 1248 <register_tm_clones+0x38>,74 08,条件跳转,register_tm_clones,0x1210,,,
0x1240,jmp,2,jmp *%rax,ff e0,间接跳转,register_tm_clones,0x1210,,,
0x1248,ret,1,ret,c3,函数返回,register_tm_clones,0x1210,,,
0x125b,jne,2,jne 1288 <__do_global_dtors_aux+0x38>,75 2b,条件跳转,__do_global_dtors_aux,0x1250,,,
0x1269,je,2,je 1277 <__do_global_dtors_aux+0x27>,74 0c,条件跳转,__do_global_dtors_aux,0x1250,,,
0x1272,call,5,call 1100 <__cxa_finalize@plt>,e8 89 fe ff ff,函数调用,__do_global_dtors_aux,0x1250,,,
0x1277,call,5,call 11e0 <deregister_tm_clones>,e8 64 ff ff ff,函数调用,__do_global_dtors_aux,0x1250,,,
0x1284,ret,1,ret,c3,函数返回,__do_global_dtors_aux,0x1250,,,
0x1288,ret,1,ret,c3,函数返回,__do_global_dtors_aux,0x1250,,,
0x1294,jmp,5,jmp 1210 <register_tm_clones>,e9 77 ff ff ff,无条件跳转,frame_dummy,0x1290,,,
0x12ab,call,5,call 1120 <puts@plt>,e8 70 fe ff ff,函数调用,legit_a,0x1299,,,
0x12b2,ret,1,ret,c3,函数返回,legit_a,0x1299,,,
0x12c5,call,5,call 1120 <puts@plt>,e8 56 fe ff ff,函数调用,legit_b,0x12b3,,,
0x12cc,ret,1,ret,c3,函数返回,legit_b,0x12b3,,,
0x12df,call,5,call 1120 <puts@plt>,e8 3c fe ff ff,函数调用,legit_c,0x12cd,,,
0x12e6,ret,1,ret,c3,函数返回,legit_c,0x12cd,,,
0x12f9,ret,1,ret,c3,函数返回,legit_calc,0x12e7,,,
0x130c,call,5,call 1120 <puts@plt>,e8 0f fe ff ff,函数调用,evil_x,0x12fa,,,
0x1313,ret,1,ret,c3,函数返回,evil_x,0x12fa,,,
0x1326,call,5,call 1120 <puts@plt>,e8 f5 fd ff ff,函数调用,evil_y,0x1314,,,
0x132d,ret,1,ret,c3,函数返回,evil_y,0x1314,,,
0x1346,ret,1,ret,c3,函数返回,a01_setup,0x132e,,,
0x135d,call,5,call 1120 <puts@plt>,e8 be fd ff ff,函数调用,attack_01,0x1347,,,
0x1362,call,5,call 132e <a01_setup>,e8 c7 ff ff ff,函数调用,attack_01,0x1347,,,
0x137b,jne,2,jne 1388 <attack_01+0x41>,75 0b,条件跳转,attack_01,0x1347,,,
0x138c,call,2,call *%rax,ff d0,间接调用,attack_01,0x1347,,,
0x1390,ret,1,ret,c3,函数返回,attack_01,0x1347,,,
0x13b6,call,5,call 1120 <puts@plt>,e8 65 fd ff ff,函数调用,attack_02,0x1391,,,
0x13d7,jne,2,jne 13e4 <attack_02+0x53>,75 0b,条件跳转,attack_02,0x1391,,,
0x13f3,call,2,call *%rax,ff d0,间接调用,attack_02,0x1391,,,
0x1403,je,2,je 140a <attack_02+0x79>,74 05,条件跳转,attack_02,0x1391,,,
0x1405,call,5,call 1180 <__stack_chk_fail@plt>,e8 76 fd ff ff,函数调用,attack_02,0x1391,,,
0x140b,ret,1,ret,c3,函数返回,attack_02,0x1391,,,
0x1422,call,5,call 1120 <puts@plt>,e8 f9 fc ff ff,函数调用,attack_03,0x140c,,,
0x1435,jne,2,jne 1444 <attack_03+0x38>,75 0d,条件跳转,attack_03,0x140c,,,
0x1442,jmp,2,jmp 144f <attack_03+0x43>,eb 0b,无条件跳转,attack_03,0x140c,,,
0x1453,call,2,call *%rax,ff d0,间接调用,attack_03,0x140c,,,
0x1457,ret,1,ret,c3,函数返回,attack_03,0x140c,,,
0x146e,call,5,call 1120 <puts@plt>,e8 ad fc ff ff,函数调用,attack_04,0x1458,,,
0x148e,jne,2,jne 149b <attack_04+0x43>,75 0b,条件跳转,attack_04,0x1458,,,
0x149f,call,2,call *%rax,ff d0,间接调用,attack_04,0x1458,,,
0x14a3,ret,1,ret,c3,函数返回,attack_04,0x1458,,,
0x14b4,ret,1,ret,c3,函数返回,a05_get_ptr,0x14a4,,,
0x14cb,call,5,call 1120 <puts@plt>,e8 50 fc ff ff,函数调用,attack_05,0x14b5,,,
0x14d0,call,5,call 14a4 <a05_get_ptr>,e8 cf ff ff ff,函数调用,attack_05,0x14b5,,,
0x14e2,jne,2,jne 14ef <attack_05+0x3a>,75 0b,条件跳转,attack_05,0x14b5,,,
0x14f3,call,2,call *%rax,ff d0,间接调用,attack_05,0x14b5,,,
0x14f7,ret,1,ret,c3,函数返回,attack_05,0x14b5,,,
0x150e,call,5,call 1120 <puts@plt>,e8 0d fc ff ff,函数调用,attack_06,0x14f8,,,
0x1518,call,5,call 11a0 <malloc@plt>,e8 83 fc ff ff,函数调用,attack_06,0x14f8,,,
0x1526,je,2,je 1566 <attack_06+0x6e>,74 3e,条件跳转,attack_06,0x14f8,,,
0x153f,jne,2,jne 154f <attack_06+0x57>,75 0e,条件跳转,attack_06,0x14f8,,,
0x1556,call,2,call *%rax,ff d0,间接调用,attack_06,0x14f8,,,
0x155f,call,5,call 1110 <free@plt>,e8 ac fb ff ff,函数调用,attack_06,0x14f8,,,
0x1564,jmp,2,jmp 1567 <attack_06+0x6f>,eb 01,无条件跳转,attack_06,0x14f8,,,
0x1568,ret,1,ret,c3,函数返回,attack_06,0x14f8,,,
0x159d,ret,1,ret,c3,函数返回,a07_init_table,0x1569,,,
0x15b4,call,5,call 1120 <puts@plt>,e8 67 fb ff ff,函数调用,attack_07,0x159e,,,
0x15b9,call,5,call 1569 <a07_init_table>,e8 ab ff ff ff,函数调用,attack_07,0x159e,,,
0x15ce,jne,2,jne 15de <attack_07+0x40>,75 0e,条件跳转,attack_07,0x159e,,,
0x15f6,call,2,call *%rax,ff d0,间接调用,attack_07,0x159e,,,
0x15fa,ret,1,ret,c3,函数返回,attack_07,0x159e,,,
0x1628,call,5,call 1190 <printf@plt>,e8 63 fb ff ff,函数调用,run_attack,0x15fb,,,
0x1631,ja,2,ja 1688 <run_attack+0x8d>,77 55,条件跳转,run_attack,0x15fb,,,
0x1657,call,5,call 1150 <attack_01@plt>,e8 f4 fa ff ff,函数调用,run_attack,0x15fb,,,
0x165c,jmp,2,jmp 16a1 <run_attack+0xa6>,eb 43,无条件跳转,run_attack,0x15fb,,,
0x165e,call,5,call 11c0 <attack_02@plt>,e8 5d fb ff ff,函数调用,run_attack,0x15fb,,,
0x1663,jmp,2,jmp 16a1 <run_attack+0xa6>,eb 3c,无条件跳转,run_attack,0x15fb,,,
0x1665,call,5,call 1130 <attack_03@plt>,e8 c6 fa ff ff,函数调用,run_attack,0x15fb,,,
0x166a,jmp,2,jmp 16a1 <run_attack+0xa6>,eb 35,无条件跳转,run_attack,0x15fb,,,
0x166c,call,5,call 11b0 <attack_04@plt>,e8 3f fb ff ff,函数调用,run_attack,0x15fb,,,
0x1671,jmp,2,jmp 16a1 <run_attack+0xa6>,eb 2e,无条件跳转,run_attack,0x15fb,,,
0x1673,call,5,call 1160 <attack_05@plt>,e8 e8 fa ff ff,函数调用,run_attack,0x15fb,,,
0x1678,jmp,2,jmp 16a1 <run_attack+0xa6>,eb 27,无条件跳转,run_attack,0x15fb,,,
0x167a,call,5,call 11d0 <attack_06@plt>,e8 51 fb ff ff,函数调用,run_attack,0x15fb,,,
0x167f,jmp,2,jmp 16a1 <run_attack+0xa6>,eb 20,无条件跳转,run_attack,0x15fb,,,
0x1681,call,5,call 1140 <attack_07@plt>,e8 ba fa ff ff,函数调用,run_attack,0x15fb,,,
0x1686,jmp,2,jmp 16a1 <run_attack+0xa6>,eb 19,无条件跳转,run_attack,0x15fb,,,
0x169c,call,5,call 1190 <printf@plt>,e8 ef fa ff ff,函数调用,run_attack,0x15fb,,,
0x16b5,call,5,call 1190 <printf@plt>,e8 d6 fa ff ff,函数调用,run_attack,0x15fb,,,
0x16bc,ret,1,ret,c3,函数返回,run_attack,0x15fb,,,
0x16ea,call,5,call 1190 <printf@plt>,e8 a1 fa ff ff,函数调用,run_safe,0x16bd,,,
0x16f3,ja,2,ja 174a <run_safe+0x8d>,77 55,条件跳转,run_safe,0x16bd,,,
0x1719,call,5,call 1150 <attack_01@plt>,e8 32 fa ff ff,函数调用,run_safe,0x16bd,,,
0x171e,jmp,2,jmp 1763 <run_safe+0xa6>,eb 43,无条件跳转,run_safe,0x16bd,,,
0x1720,call,5,call 11c0 <attack_02@plt>,e8 9b fa ff ff,函数调用,run_safe,0x16bd,,,
0x1725,jmp,2,jmp 1763 <run_safe+0xa6>,eb 3c,无条件跳转,run_safe,0x16bd,,,
0x1727,call,5,call 1130 <attack_03@plt>,e8 04 fa ff ff,函数调用,run_safe,0x16bd,,,
0x172c,jmp,2,jmp 1763 <run_safe+0xa6>,eb 35,无条件跳转,run_safe,0x16bd,,,
0x172e,call,5,call 11b0 <attack_04@plt>,e8 7d fa ff ff,函数调用,run_safe,0x16bd,,,
0x1733,jmp,2,jmp 1763 <run_safe+0xa6>,eb 2e,无条件跳转,run_safe,0x16bd,,,
0x1735,call,5,call 1160 <attack_05@plt>,e8 26 fa ff ff,函数调用,run_safe,0x16bd,,,
0x173a,jmp,2,jmp 1763 <run_safe+0xa6>,eb 27,无条件跳转,run_safe,0x16bd,,,
0x173c,call,5,call 11d0 <attack_06@plt>,e8 8f fa ff ff,函数调用,run_safe,0x16bd,,,
0x1741,jmp,2,jmp 1763 <run_safe+0xa6>,eb 20,无条件跳转,run_safe,0x16bd,,,
0x1743,call,5,call 1140 <attack_07@plt>,e8 f8 f9 ff ff,函数调用,run_safe,0x16bd,,,
0x1748,jmp,2,jmp 1763 <run_safe+0xa6>,eb 19,无条件跳转,run_safe,0x16bd,,,
0x175e,call,5,call 1190 <printf@plt>,e8 2d fa ff ff,函数调用,run_safe,0x16bd,,,
0x1777,call,5,call 1190 <printf@plt>,e8 14 fa ff ff,函数调用,run_safe,0x16bd,,,
0x177e,ret,1,ret,c3,函数返回,run_safe,0x16bd,,,
0x1792,jmp,2,jmp 17a2 <test_all+0x23>,eb 0e,无条件跳转,test_all,0x177f,,,
0x1799,call,5,call 1170 <run_attack@plt>,e8 d2 f9 ff ff,函数调用,test_all,0x177f,,,
0x17a6,jle,2,jle 1794 <test_all+0x15>,7e ec,条件跳转,test_all,0x177f,,,
0x17ab,ret,1,ret,c3,函数返回,test_all,0x177f,,,
0x17b8,ret,1,ret,c3,函数返回,_fini,0x17ac,,,
