elapsed_ms,pid,cpu,func,offset,reg,old_value,new_value,instruction
-1782284465785.694,22435,15,test09_indirect_call_multiarg,0x26,RAX,0x0000000000000026,0x0000781be3e13433,"mov -0x8(%rbp),%rax"
-1782284465785.665,22435,15,test_target_arg,0x4,RSP,0x0000781bd58fe870,0x0000781bd58fe868,push %rbp
-1782284465785.625,22435,15,test_target_arg,0x20,RAX,0x0000000000000014,0x000000000000001e,"add %edx,%eax"
-1782284465785.368,22435,15,test_target_arg,0x33,RAX,0x0000781be3e14044,0x0000000000000000,call 1210 <printf@plt>
-1782284465785.349,22435,15,test_target_arg,0x3a,RSP,0x0000781bd58fe850,0x0000781bd58fe868,ret
-1782284465785.342,22435,15,test09_indirect_call_multiarg,0x3c,RSP,0x0000781bd58fe868,0x0000781bd58fe870,leave
-1782284465785.336,22435,15,test09_indirect_call_multiarg,0x3d,RSP,0x0000781bd58fe870,0x0000781bd58fe888,ret
-1782284465785.318,22435,15,test10_volatile_fptr,0x4,RSP,0x0000781bd58fe890,0x0000781bd58fe888,push %rbp
-1782284465785.241,22435,15,test10_volatile_fptr,0x1b,RAX,0x0000781be3e141b8,0x0000000000000034,"mov 0x28b7(%rip),%rax"
-1782284465785.232,22435,15,test10_volatile_fptr,0x26,RAX,0x0000000000000034,0x0000781be3e133b9,"mov -0x8(%rbp),%rax"
-1782284465785.213,22435,15,test_target_a,0x4,RSP,0x0000781bd58fe870,0x0000781bd58fe868,push %rbp
-1782284465785.027,22435,15,test_target_a,0x19,RSP,0x0000781bd58fe860,0x0000781bd58fe868,ret
-1782284465785.018,22435,15,test10_volatile_fptr,0x2d,RSP,0x0000781bd58fe868,0x0000781bd58fe870,leave
-1782284465784.370,22435,15,test10_volatile_fptr,0x2e,RSP,0x0000781bd58fe870,0x0000781bd58fe888,ret
-1782284465784.337,22435,15,test11_conditional_indirect,0x4,RSP,0x0000781bd58fe890,0x0000781bd58fe888,push %rbp
-1782284465784.273,22435,15,test11_conditional_indirect,0x23,RAX,0x0000781be3e141f0,0x0000000000000000,call 1210 <printf@plt>
-1782284465784.257,22435,15,test11_conditional_indirect,0x2e,RAX,0x0000000000000000,0x0000000000000028,"mov 0x2875(%rip),%rax"
-1782284465784.247,22435,15,test11_conditional_indirect,0x46,RAX,0x0000000000000028,0x0000781be3e133b9,"mov -0x8(%rbp),%rax"
-1782284465784.230,22435,15,test_target_a,0x4,RSP,0x0000781bd58fe860,0x0000781bd58fe858,push %rbp
-1782284465784.164,22435,15,test_target_a,0x19,RSP,0x0000781bd58fe850,0x0000781bd58fe858,ret
-1782284465784.156,22435,15,test11_conditional_indirect,0x4d,RSP,0x0000781bd58fe858,0x0000781bd58fe860,leave
-1782284465784.147,22435,15,test11_conditional_indirect,0x4e,RSP,0x0000781bd58fe860,0x0000781bd58fe888,ret
-1782284465784.078,22435,15,test12_switch_style,0x4,RSP,0x0000781bd58fe890,0x0000781bd58fe888,push %rbp
-1782284465784.008,22435,15,test12_switch_style,0x23,RAX,0x0000781be3e14220,0x0000000000000000,call 1210 <printf@plt>
-1782284465783.962,22435,15,test12_switch_style,0x64,RAX,0x0000000000000000,0x0000000000000024,"mov 0x2800(%rip),%rax"
-1782284465783.949,22435,15,test12_switch_style,0x84,RAX,0x0000000000000024,0x0000781be3e133ed,"mov -0x8(%rbp),%rax"
-1782284465783.929,22435,15,test_target_c,0x4,RSP,0x0000781bd58fe860,0x0000781bd58fe858,push %rbp
-1782284465783.879,22435,15,test_target_c,0x19,RSP,0x0000781bd58fe850,0x0000781bd58fe858,ret
-1782284465783.870,22435,15,test12_switch_style,0x8b,RSP,0x0000781bd58fe858,0x0000781bd58fe860,leave
-1782284465783.860,22435,15,test12_switch_style,0x8c,RSP,0x0000781bd58fe860,0x0000781bd58fe888,ret
-1782284465783.845,22435,15,test13_runtime_computed_target,0x4,RSP,0x0000781bd58fe890,0x0000781bd58fe888,push %rbp
-1782284465783.812,22435,15,test13_runtime_computed_target,0x19,RAX,0x0000000000000011,0xb16581c513940500,"xor %eax,%eax"
-1782284465783.803,22435,15,test13_runtime_computed_target,0x1b,RAX,0xb16581c513940500,0x0000000000000000,"lea 0xa34(%rip),%rax"
-1782284465783.748,22435,15,test13_runtime_computed_target,0x2a,RAX,0x0000781be3e14248,0x0000000000000025,"mov 0x279d(%rip),%rax"
-1782284465783.737,22435,15,test13_runtime_computed_target,0x35,RAX,0x0000000000000025,0x0000781be3e133b9,"mov 0x2772(%rip),%rax"
-1782284465783.728,22435,15,test13_runtime_computed_target,0x40,RAX,0x0000781be3e133b9,0x0000781be3e133d3,"mov 0x2797(%rip),%rax"
-1782284465783.719,22435,15,test13_runtime_computed_target,0x52,RAX,0x0000781be3e133d3,0x0000781be3e133ed,"mov -0x2c(%rbp),%eax"
-1782284465783.692,22435,15,test_target_c,0x4,RSP,0x0000781bd58fe850,0x0000781bd58fe848,push %rbp
-1782284465783.616,22435,15,test_target_c,0x19,RSP,0x0000781bd58fe840,0x0000781bd58fe848,ret
-1782284465783.597,22435,15,test13_runtime_computed_target,0x6b,RAX,0x0000000000000011,0xb16581c513940500,"sub %fs:0x28,%rax"
-1782284465783.580,22435,15,test13_runtime_computed_target,0x7c,RSP,0x0000781bd58fe850,0x0000781bd58fe888,ret
-1782284465783.563,22435,15,test14_ret_chain,0x4,RSP,0x0000781bd58fe890,0x0000781bd58fe888,push %rbp
-1782284465783.495,22435,15,test14_ret_chain,0x17,RAX,0x0000781be3e14298,0x0000000000000029,call 1260 <test14_ret_chain_mid@plt>
-1782284465783.488,22435,15,test14_ret_chain_mid,0x4,RSP,0x0000781bd58fe880,0x0000781bd58fe878,push %rbp
-1782284465783.445,22435,15,test14_ret_chain_mid,0x17,RAX,0x0000781be3e14281,0x0000000000000013,call 1270 <test14_ret_chain_deep@plt>
-1782284465783.439,22435,15,test14_ret_chain_deep,0x4,RSP,0x0000781bd58fe870,0x0000781bd58fe868,push %rbp
-1782284465783.363,22435,15,test14_ret_chain_deep,0x19,RSP,0x0000781bd58fe860,0x0000781bd58fe868,ret
-1782284465783.354,22435,15,test14_ret_chain_mid,0x1d,RSP,0x0000781bd58fe868,0x0000781bd58fe870,pop %rbp
-1782284465783.303,22435,15,test14_ret_chain_mid,0x1e,RSP,0x0000781bd58fe870,0x0000781bd58fe878,ret
-1782284465783.294,22435,15,test14_ret_chain,0x1d,RSP,0x0000781bd58fe878,0x0000781bd58fe880,pop %rbp
-1782284465783.252,22435,15,test14_ret_chain,0x1e,RSP,0x0000781bd58fe880,0x0000781bd58fe888,ret
-1782284465783.237,22435,15,test15_double_indirect,0x4,RSP,0x0000781bd58fe890,0x0000781bd58fe888,push %rbp
-1782284465783.186,22435,15,test15_double_indirect,0x1b,RAX,0x0000781be3e142c8,0x0000000000000022,"mov 0x26a7(%rip),%rax"
-1782284465783.177,22435,15,test15_double_indirect,0x26,RAX,0x0000000000000022,0x0000781be3e16120,"mov -0x10(%rbp),%rax"
-1782284465783.158,22435,15,test15_double_indirect,0x31,RAX,0x0000781be3e16120,0x0000781be3e133b9,"mov -0x8(%rbp),%rax"
-1782284465783.140,22435,15,test_target_a,0x4,RSP,0x0000781bd58fe870,0x0000781bd58fe868,push %rbp
-1782284465783.088,22435,15,test_target_a,0x19,RSP,0x0000781bd58fe860,0x0000781bd58fe868,ret
-1782284465783.079,22435,15,test15_double_indirect,0x38,RSP,0x0000781bd58fe868,0x0000781bd58fe870,leave
-1782284465783.071,22435,15,test15_double_indirect,0x39,RSP,0x0000781bd58fe870,0x0000781bd58fe888,ret
-1782284465783.053,22435,15,test16_returned_fptr_call,0x4,RSP,0x0000781bd58fe890,0x0000781bd58fe888,push %rbp
-1782284465783.002,22435,15,test16_returned_fptr_call,0x1b,RDI,0x0000781be3e142f0,0x0000781be3e05710,"mov $0x1,%edi"
-1782284465782.988,22435,15,get_target,0x4,RSP,0x0000781bd58fe870,0x0000781bd58fe868,push %rbp
-1782284465782.956,22435,15,get_target,0x1c,RAX,0x0000000000000028,0xb16581c513940500,"xor %eax,%eax"
-1782284465782.947,22435,15,get_target,0x1e,RAX,0xb16581c513940500,0x0000000000000000,"mov 0x269a(%rip),%rax"
-1782284465782.938,22435,15,get_target,0x29,RAX,0x0000000000000000,0x0000781be3e133b9,"mov 0x266f(%rip),%rax"
-1782284465782.928,22435,15,get_target,0x34,RAX,0x0000781be3e133b9,0x0000781be3e133d3,"mov 0x2694(%rip),%rax"
-1782284465782.902,22435,15,get_target,0x4c,RAX,0x0000781be3e133ed,0x0000000055555556,"shr $0x20,%rax"
-1782284465782.875,22435,15,get_target,0x55,RAX,0x0000000000000000,0x0000000000000001,"sar $0x1f,%eax"
-1782284465782.805,22435,15,get_target,0x70,RDX,0x0000000000000001,0xb16581c513940500,"sub %fs:0x28,%rdx"
-1782284465782.790,22435,15,get_target,0x81,RSP,0x0000781bd58fe830,0x0000781bd58fe868,ret
-1782284465782.768,22435,15,test_target_b,0x4,RSP,0x0000781bd58fe870,0x0000781bd58fe868,push %rbp
-1782284465782.727,22435,15,test_target_b,0x19,RSP,0x0000781bd58fe860,0x0000781bd58fe868,ret
-1782284465782.720,22435,15,test16_returned_fptr_call,0x30,RSP,0x0000781bd58fe868,0x0000781bd58fe870,leave
-1782284465782.712,22435,15,test16_returned_fptr_call,0x31,RSP,0x0000781bd58fe870,0x0000781bd58fe888,ret
-1782284465782.699,22435,15,test17_nested_struct_fptr,0x4,RSP,0x0000781bd58fe890,0x0000781bd58fe888,push %rbp
-1782284465782.673,22435,15,test17_nested_struct_fptr,0x19,RAX,0x0000000000000011,0xb16581c513940500,"xor %eax,%eax"
-1782284465782.666,22435,15,test17_nested_struct_fptr,0x1b,RAX,0xb16581c513940500,0x0000000000000000,"lea 0x941(%rip),%rax"
-1782284465782.624,22435,15,test17_nested_struct_fptr,0x2a,RAX,0x0000781be3e14318,0x0000000000000024,"mov 0x25ba(%rip),%rax"
-1782284465782.614,22435,15,test17_nested_struct_fptr,0x3c,RAX,0x0000000000000024,0x0000781be3e133d3,"mov -0x30(%rbp),%rax"
-1782284465782.600,22435,15,test_target_b,0x4,RSP,0x0000781bd58fe850,0x0000781bd58fe848,push %rbp
-1782284465782.561,22435,15,test_target_b,0x19,RSP,0x0000781bd58fe840,0x0000781bd58fe848,ret
-1782284465782.546,22435,15,test17_nested_struct_fptr,0x47,RAX,0x0000000000000011,0xb16581c513940500,"sub %fs:0x28,%rax"
